Date,Close_AAPL,Close_ADBE,Close_AMZN,Close_BA,Close_BAC,Close_BLK,Close_CSCO,Close_CVS,Close_DAL,Close_DPZ,High_AAPL,High_ADBE,High_AMZN,High_BA,High_BAC,High_BLK,High_CSCO,High_CVS,High_DAL,High_DPZ,Low_AAPL,Low_ADBE,Low_AMZN,Low_BA,Low_BAC,Low_BLK,Low_CSCO,Low_CVS,Low_DAL,Low_DPZ,Open_AAPL,Open_ADBE,Open_AMZN,Open_BA,Open_BAC,Open_BLK,Open_CSCO,Open_CVS,Open_DAL,Open_DPZ,Volume_AAPL,Volume_ADBE,Volume_AMZN,Volume_BA,Volume_BAC,Volume_BLK,Volume_CSCO,Volume_CVS,Volume_DAL,Volume_DPZ
2014-01-02,17.234298706054688,59.290000915527344,19.898500442504883,116.80794525146484,12.976953506469728,237.0026397705078,15.602694511413574,52.27922058105469,24.34778594970703,61.21006393432617,17.35581430636415,59.52999877929688,19.968000411987305,117.30365625633247,13.025314392277124,238.9574699649089,15.808367042913728,52.99954596005897,24.65542810479411,61.84045395194796,17.199714034337326,58.93999862670898,19.701000213623047,115.81652324172958,12.63842423108826,235.23725297444983,15.53886519837678,52.11584711378264,23.96103365635241,61.03248498813007,17.3137515979504,59.060001373291016,19.940000534057617,116.24385896579636,12.64648386626788,238.9574699649089,15.723260841292277,52.84360010464688,23.96103365635241,61.84045395194796,234684800,2745900,42756000,3366700,148709900,396500,44377000,4485800,11703400,407300
2014-01-03,16.855730056762695,59.15999984741211,19.82200050354004,117.6198959350586,13.226821899414062,238.0406646728516,15.588506698608398,52.39064025878906,25.692626953125,61.24557495117188,17.25205595628562,59.68999862670898,20.135499954223636,118.37201108119424,13.299364007900907,239.41962660500795,15.687797472107237,52.56143576412331,25.806895478574894,61.48529804242664,16.83859247598551,59.11000061035156,19.81100082397461,117.13273992722296,13.081737682440368,235.19936074704412,15.482124983096773,52.17528472394995,24.822435533304265,61.09463116518103,17.225884495904655,59.18999862670898,19.914499282836918,117.14128194797338,13.113979302819,236.35861182386995,15.666520587918146,52.39064025878906,24.93670405875416,61.27221009753978,392467600,1589000,44204000,3177400,129921800,442900,36328200,3885500,19087100,415500
2014-01-06,16.94764518737793,58.119998931884766,19.68149948120117,118.29508972167967,13.428326606750488,237.96484375,15.609781265258787,51.46979141235352,25.745365142822266,61.35213851928711,17.037067119776825,58.77000045776367,19.850000381469727,119.44888846364223,13.48474790165335,240.67733117455325,15.765807667996595,52.59855069103208,26.19364416636911,61.61850363063436,16.625785136497626,58.0099983215332,19.42099952697754,117.77373956618098,13.34772409801855,236.68436119029093,15.553044268561704,51.46236946457924,25.5344081385928,60.97923278255789,16.745743213622927,58.060001373291016,19.792499542236328,119.14120619086836,13.40414539292141,239.63931205016345,15.574319796875171,52.53914111518394,25.86842199818619,61.36101916271766,412610800,3753600,63412000,4196500,114431300,502400,34150300,6345100,15782700,799600
2014-01-07,16.826440811157227,58.970001220703125,19.901500701904297,120.0898666381836,13.299365997314451,240.1545562744141,15.822551727294922,51.73713302612305,25.297088623046875,61.85820007324219,17.010894016983794,59.04999923706055,19.92350006103516,120.59413264580056,13.533113167929873,242.17757465929165,15.893473343002237,51.79654260678032,26.07059161912044,62.12456506945213,16.760386498908208,58.060001373291016,19.714500427246094,118.371981920327,13.259065503177805,238.0027450719464,15.70907768325014,51.40296404974244,25.1300816656526,61.57408057179176,16.959795774829853,58.2599983215332,19.75200080871582,118.4403571932454,13.51699235532909,238.0027450719464,15.787091595799918,51.63316909277755,25.877216289233097,61.74277885432095,317209200,2963600,38320000,4238500,110605100,422700,37368800,4524200,13041100,487000
2014-01-08,16.933008193969727,58.900001525878906,20.09600067138672,120.3548355102539,13.363844871520996,240.0787811279297,15.808364868164062,51.81139755249024,26.19364356994629,61.95586395263672,16.998438535075856,59.27999877929688,20.149999618530277,120.8505334570838,13.45250778462566,241.95783825822943,15.858009581981484,51.93021672615042,26.457338980966885,62.311015006688514,16.78438592225143,58.459999084472656,19.802000045776367,119.1070095000849,13.315483981357078,238.7073804216222,15.709074087812224,51.35098741858209,25.14765697012196,61.62735481614172,16.788123277510056,59.119998931884766,19.92350006103516,120.24372405255882,13.43638697544936,240.7000850729387,15.808364868164062,51.8188251672465,25.28829385205672,61.81380759538175,258529600,3456000,46330000,4236100,101036400,689100,38362700,5067700,17910500,851400
2014-01-09,16.716768264770508,59.09000015258789,20.050500869750977,121.47443389892578,13.565350532531738,239.4877471923828,15.666523933410645,51.92277908325195,27.301164627075195,62.39980316162109,17.03893952347587,59.52999877929688,20.34449958801269,121.80775517839476,13.645953041989443,241.63958110302676,15.822550392631754,52.420321529238194,27.758235404527305,62.67504202008464,16.680313251983506,58.720001220703125,19.92200088500977,120.11549664455332,13.38802624161678,237.9193654433868,15.545957602693408,51.48464621262169,26.721036977433723,61.74277809273561,17.037069182304947,58.9900016784668,20.18549919128418,120.94452883422596,13.436387132345406,240.4272871473719,15.80836715286052,52.31635760516969,26.844095526147225,62.25774679961974,279148800,2427400,42060000,4052500,100947200,472600,31794000,4960900,18690400,576500
2014-01-10,16.6052188873291,59.52999877929688,19.882999420166016,121.27784729003906,13.51699161529541,238.62399291992188,15.75871467590332,51.61833190917969,27.66154670715332,63.22553253173828,16.850118698137447,59.630001068115234,20.1879997253418,122.04705925330748,13.533112427013604,241.7001751170596,15.801268436077704,51.98220576315072,27.670336723179147,63.358715040883055,16.54820012111773,58.95000076293945,19.690000534057617,120.42317602501764,13.388028196280308,235.9190669154301,15.595595986718108,51.11336168371322,26.949572174302716,62.36429331640505,16.819895390757036,59.34999847412109,20.12649917602539,122.03850419425818,13.500870803577216,239.23012831068067,15.765806969265716,51.84110939165528,27.415432964526712,62.55962675995821,304976000,1829100,53590000,4549500,87454100,517500,30318600,6859100,13196400,623700
2014-01-13,16.69215202331543,58.59999847412109,19.548999786376957,120.25225830078124,13.24294376373291,232.20648193359372,15.73744297027588,50.90542602539063,27.17810440063477,62.99468994140625,16.903089537612967,59.43999862670898,19.98900032043457,121.48298715148222,13.54117108914858,239.2604897362516,16.18424673887737,51.74456517975844,27.934028925701774,63.900325679903325,16.50987864834097,58.40999984741211,19.42250061035156,119.9787702457644,13.218762546524124,231.75945294729948,15.701981494852287,50.81631164658655,27.13415600214089,62.75496681883028,16.51081381879839,59.27999877929688,19.89900016784668,120.97873417664644,13.533112220777516,237.5405623019411,15.879284813819334,51.4846553235923,27.92523891069821,63.27880949635848,378492800,2928700,56898000,4462400,90025400,789400,59600000,3638100,15114200,624000
2014-01-14,17.024290084838867,60.369998931884766,19.87700080871582,119.66255950927734,13.51699161529541,235.2750701904297,15.89346981048584,50.86086654663086,28.136186599731445,63.03908157348633,17.034883134268746,60.52999877929688,19.93149948120117,121.10695652127583,13.51699161529541,235.7978718733393,15.971483705696084,51.12077640557413,28.188926678571764,63.2876853183958,16.752282007851033,58.630001068115234,19.56450080871582,117.7737426791662,13.323546486772758,232.13069900715547,15.744535668048474,50.60095668768759,27.265997093672738,62.74608139958131,16.76973075373883,58.68000030517578,19.60650062561035,120.38049352556116,13.331606892631854,233.3657226023597,15.836732801073936,50.95740854110265,27.318735495989475,63.1012325097137,332561600,4179500,46802000,8441600,97786600,608400,44300800,5835700,14279900,360300
2014-01-15,17.366092681884766,61.68000030517578,19.793500900268555,120.18387603759766,13.823270797729492,236.9647216796875,16.1558780670166,50.71234893798828,27.687915802001957,63.22553253173828,17.454581100907788,61.810001373291016,19.965499877929688,120.57703058030548,14.040897009169491,237.47993918619665,16.3119044925762,51.23959627778503,28.39110029461777,63.678350353253,17.188493506242075,60.400001525878906,19.62649917602539,119.77363745830417,13.79103073160742,234.18402236565456,15.900560868176434,50.40787905220716,27.31874352424763,62.49747582554983,17.246447446926826,60.43999862670898,19.94700050354004,119.91038799848508,13.887752467337906,235.96457725699,15.957297873172372,50.96483118566134,28.39110029461777,63.1456270906177,391638800,4220300,53566000,3030800,329333100,1043600,61767800,5842200,18087100,612700
2014-01-16,17.269193649291992,61.630001068115234,19.790000915527344,119.83350372314452,13.76685905456543,240.7758331298828,16.1558780670166,50.593528747558594,27.75823402404785,63.11011505126953,17.35020403748294,61.97999954223633,19.964500427246094,120.89328809838445,13.815219955892577,247.00397099207095,16.24807519286616,50.70492030513497,27.89008090576857,63.58956804829847,17.18911676754618,61.2599983215332,19.47050094604492,119.7138502278351,13.694316933892049,237.51781454067816,16.04949499902193,50.31876932656152,27.53848866233863,62.85263065801635,17.28944624633973,61.59000015258789,19.68400001525879,119.93606013590892,13.774919461014177,245.7234884337469,16.205522777298434,50.638088769955125,27.65275551275684,63.15450470765816,229278000,3747800,52024000,3062900,163613100,1526000,38918100,5865400,7461700,445500
2014-01-17,16.846073150634766,61.369998931884766,19.980499267578125,120.04718780517578,13.71043586730957,239.9727783203125,16.12751007080078,50.4747200012207,27.30995750427246,63.61621856689453,17.20127157434489,61.59999847412109,20.17449951171875,120.50870476612806,13.879699767433888,244.4203630373148,16.15587925173753,50.69007552201598,27.591231342472256,63.64285372195173,16.822081532190783,60.79999923706055,19.683000564575195,119.44036518486806,13.69431505662198,239.06355167775857,16.014036052487786,50.36332843313894,27.14295053414472,63.07461450091209,17.18288931543584,61.02000045776367,19.71299934387207,119.72240839927126,13.86358049411142,242.34432405468263,16.014036052487786,50.65294311078522,27.48575449140949,63.2077970501439,426739600,3314500,90102000,3382700,96232200,1024100,44349100,4551300,15822000,660300
