Date,Close_AAPL,Close_ADBE,Close_AMZN,Close_BA,Close_BAC,Close_BLK,Close_CSCO,Close_CVS,Close_DAL,Close_DPZ,High_AAPL,High_ADBE,High_AMZN,High_BA,High_BAC,High_BLK,High_CSCO,High_CVS,High_DAL,High_DPZ,Low_AAPL,Low_ADBE,Low_AMZN,Low_BA,Low_BAC,Low_BLK,Low_CSCO,Low_CVS,Low_DAL,Low_DPZ,Open_AAPL,Open_ADBE,Open_AMZN,Open_BA,Open_BAC,Open_BLK,Open_CSCO,Open_CVS,Open_DAL,Open_DPZ,Volume_AAPL,Volume_ADBE,Volume_AMZN,Volume_BA,Volume_BAC,Volume_BLK,Volume_CSCO,Volume_CVS,Volume_DAL,Volume_DPZ
2014-01-21,17.107797622680664,60.84999847412109,20.352500915527344,121.08128356933594,13.71043586730957,241.5259552001953,16.19133949279785,50.94073867797852,28.197729110717773,63.93585586547852,17.138954441652395,61.790000915527344,20.38999938964844,121.75648121094112,13.831338872736245,242.68520616283524,16.276445683509273,51.164426867827096,28.698748314908904,64.11342808707292,16.83828215295127,60.70000076293945,20.07999992370605,120.34626571716088,13.59759326722669,240.18486820344356,16.056588587803528,50.74687595935155,27.81976510779695,63.61622044745176,16.856042072246574,61.5,20.149999618530277,120.9018098963771,13.76685716735101,241.5486847044593,16.248076502366462,51.15696907786495,28.470211239248968,63.926975222214985,328526800,3198700,62442000,3240600,118269200,669200,33423000,6548600,17955300,579700
2014-01-22,17.183818817138672,61.77000045776367,20.226999282836918,123.3888931274414,13.823270797729492,245.4053192138672,16.19843101501465,51.57449722290039,28.86575698852539,65.16109466552734,17.363908984481345,61.810001373291016,20.402999877929688,123.55983782282308,13.823270797729492,246.04932958948004,16.276444906717156,51.93985485793561,28.936073775645,65.17885594502567,17.068534951895547,60.70000076293945,20.100000381469727,121.25221484766304,13.70236785938425,241.4880981258683,16.155878598048254,51.14949435379573,28.3735260664928,63.92694992418426,17.16512373153069,60.93000030517578,20.399999618530277,121.62827231150392,13.766849528992664,242.45034470712375,16.248075726928263,51.18677760263609,28.46142624170335,63.93583056393342,379985200,3594000,41210000,4388700,68114400,1001400,30700100,6294500,11534900,615700
2014-01-23,17.329328536987305,60.880001068115234,19.99349975585937,120.77361297607422,13.589532852172852,239.10137939453125,15.99985122680664,51.05256271362305,28.56690216064453,64.68167114257812,17.339299251735508,61.43000030517578,20.308500289916992,122.97866674441896,13.774917562852297,244.1702667246557,16.205523727423493,51.28370291398851,28.733907458486144,65.17000494170443,16.975065314613584,60.31999969482422,19.88949966430664,120.59413928587496,13.49280952548155,238.91952024586905,15.92892962822438,50.77668147969106,28.21530817744788,64.54848858154855,17.1349045914107,61.18000030517578,20.049999237060547,122.30348207920416,13.758796752176226,242.8594703764661,16.09204971077867,51.23150978201487,28.610850570281933,65.0900926955081,403239200,2671300,60508000,4491400,123765900,1136500,37013600,5633800,13397300,693400
2014-01-24,17.014324188232422,59.09000015258789,19.3799991607666,116.7908172607422,13.25906467437744,229.6606903076172,15.744535446166992,50.42625427246094,27.34511375427246,63.19889068603516,17.311879802763023,60.43999862670898,20.01000022888184,120.05566758832794,13.476689481423437,237.6996982137916,15.985668070948645,51.022752260706014,28.399892176773506,64.53958272781884,16.973194989856676,59.09000015258789,19.363500595092773,116.5087872338022,13.25906467437744,229.50158376259196,15.723258560668498,50.42625427246094,27.213265194066768,63.19889068603516,17.26140389130411,60.29999923706055,19.90800094604492,119.9958343429936,13.4363889898059,237.6996982137916,15.886377291339324,50.97801690260688,28.15377508792609,64.37976508857348,429354800,2850700,89168000,5856800,112899300,1046400,40917300,5717100,14874200,645700
2014-01-27,17.1523494720459,58.36000061035156,19.31399917602539,117.39762878417967,13.146218299865724,227.26638793945312,15.602694511413574,50.3516960144043,26.88804054260254,62.24887847900391,17.28632843823556,58.880001068115234,19.70499992370605,118.33777225845924,13.331604526998548,233.0853715160284,15.68070841684014,50.66485491432455,27.76702192241557,63.43862699524266,17.004351270050332,57.86000061035156,19.02449989318848,115.93613539075358,12.944712801240218,226.6981272826176,15.432483460887852,50.00871164468782,26.07058759113259,61.81382189347797,17.13895257382948,58.11000061035156,19.524999618530277,116.83354269961195,13.194580726438607,232.31252222427747,15.439575757082736,50.44863021339869,27.441798074214216,63.349840904678416,554878800,5258000,78736000,5057800,134872600,1133700,60510000,7289100,19140400,477300
2014-01-28,15.781410217285156,59.11000061035156,19.72150039672852,117.16690826416016,13.484748840332031,230.10015869140625,15.425392150878906,51.08984375,27.1605224609375,62.02690505981445,16.046249815210196,59.459999084472656,19.73699951171875,118.02157973103638,13.508930055844372,230.48658342406475,15.602695508934984,51.28370640565477,27.696701602787837,62.79935821315762,15.64337939579029,57.880001068115234,19.356000900268555,116.61137702719128,13.194581941009398,227.09974822380812,15.389932020354598,50.44861623721906,26.84409032567767,61.84045225189244,15.851825887659212,57.97999954223633,19.3700008392334,117.61134107848623,13.25906364501055,228.0619948280197,15.51758930187247,50.44861623721906,26.879248706695957,62.364294887395616,1065523200,3529500,57890000,4606200,92891300,1063700,41431800,5159100,11917500,480900
2014-01-29,15.602252960205078,58.459999084472656,19.209999084472656,110.91927337646484,13.44444751739502,226.7057037353516,15.354472160339355,50.21747589111328,26.29912757873535,60.99697494506836,15.808517956899216,59.18000030517578,19.64249992370605,112.61151940399505,13.58147132206353,229.547007212128,15.489223105468255,50.74686509252385,27.50333301864511,61.73391239983049,15.53588747166347,58.16999816894531,19.16200065612793,109.45779232036016,13.291302903385509,225.9707523111219,15.319012026066314,50.07581204392996,26.176070700395748,60.83715726540844,15.701958441435796,58.61000061035156,19.607999801635746,112.56024119729004,13.339663794043515,228.6984082733447,15.333196620862497,50.70212973958446,26.756198379031336,61.591856003435446,502810000,3585400,67646000,15993400,130026900,747200,35406500,8339300,16374700,786500
2014-01-30,15.572029113769531,59.38999938964844,20.15049934387207,108.1415786743164,13.645953178405762,231.4261016845703,15.588506698608398,50.4411735534668,26.87925720214844,61.76942443847656,15.78141078357381,59.900001525878906,20.3125,112.56022855281898,13.694314069617842,232.69141608899724,15.595598993338095,50.88108644340319,27.1341626703226,62.11569492770489,15.476064317780638,59.02000045776367,19.38500022888184,107.00486406878748,13.516989776930204,228.38779327585533,15.340281793936668,50.202575478380126,26.61556339333493,61.07688346001992,15.658024859581223,59.119998931884766,19.688499450683597,112.56022855281898,13.549229858616586,228.38779327585533,15.4395725674355,50.54555985577803,26.76499033206908,61.59185226028823,678501600,2768300,209478000,10406200,91028200,689200,42883000,5060500,10021000,978600
2014-01-31,15.597579956054688,59.18999862670898,17.934499740600586,107.05613708496094,13.50086784362793,227.66033935546875,15.538861274719238,50.49336624145508,26.905622482299805,62.692813873291016,15.62655693133769,59.540000915527344,18.772499084472656,108.43215850528004,13.686252525647488,231.03958907777215,15.595598277234703,50.75433199483938,27.10778781164056,63.03908435813141,15.37791804304454,58.09000015258789,17.88800048828125,105.19295324705608,13.388025261070789,224.27350542632337,15.326097853465448,49.26309261706989,26.36944326606871,60.81939828918311,15.428705126001503,58.150001525878906,18.58799934387207,106.37239738420456,13.476686631352164,228.06190923420044,15.326097853465448,49.7999397032472,26.53645020951388,61.09463719407053,464797200,3112900,323096000,9732700,139432100,920100,43325300,7388500,11438800,645900
2014-02-03,15.62655258178711,58.09000015258789,17.3075008392334,105.19294738769533,13.178461074829102,216.99220275878903,15.283549308776855,49.0543098449707,25.82448005676269,60.00255584716797,15.819731808568749,59.2599983215332,18.042499542236328,108.13301228768292,13.605651785514755,226.3495415951292,15.567235770994577,50.45607252157059,27.07263406283305,63.08348121552602,15.55707209102309,57.31999969482422,17.0049991607666,104.91090428779653,13.138159049145964,215.77232471817268,15.2197199900496,48.97229124110642,25.6838431273343,59.656285359986825,15.660203736492432,59.08000183105469,17.948999404907227,106.18436272588164,13.516990403742026,225.06905926798296,15.553051177340228,50.34422845369879,26.931997133404654,62.76384587752122,401464000,6649100,205616000,9309600,159981200,1583700,60693300,7016400,16778900,1001900
2014-02-04,15.85275936126709,59.720001220703125,17.397499084472656,104.30412292480467,13.178461074829102,219.53790283203125,15.460851669311523,49.29291534423828,26.31671142578125,60.64182662963867,15.87363595929352,59.7400016784668,17.700000762939453,105.80834676770982,13.34772497060302,221.6669829734525,15.47503626204659,49.78502135343187,26.39581990947141,61.08576384720867,15.664878299050743,57.650001525878906,17.201000213623047,103.01356698206,13.10591896596454,216.9087508361115,15.17716657819628,48.99466634755581,25.71900362746649,60.07358753306463,15.761155924207069,58.47999954223633,17.47949981689453,105.18443363016549,13.291303672011717,217.28000684461145,15.304825207377444,49.54642329381118,26.36944985606653,60.19788941206868,376681200,3593200,96258000,9304100,125337000,918300,46626500,6137800,14439900,864000
2014-02-05,15.971156120300291,61.0,17.322500228881836,103.75711822509766,13.218758583068848,219.17431640625,15.588506698608398,48.793338775634766,26.387022018432617,59.63853454589844,16.05497033324314,61.02000045776367,17.4685001373291,104.2186416034321,13.25906059966617,223.04607731294763,15.652335998458756,49.21088384853507,26.457340463339857,60.53528977792196,15.77361556012842,59.27000045776367,16.886499404907227,101.5093280757673,13.017253112176444,216.7270222238924,15.304821673005092,48.42798114822202,25.595939094095165,58.759540599072906,15.783275102825977,59.540000915527344,17.299999237060547,103.41524833144705,13.146216490558404,220.3714650173364,15.38283556231484,48.50999974305958,26.070588178088048,60.49977398147151,328344800,5122600,88708000,9689100,110576200,917900,46291400,10092700,13892600,1333200
2014-02-06,16.064260482788086,61.34000015258789,17.72949981689453,104.84254455566406,13.452505111694336,223.41732788085935,15.950206756591797,49.29291534423828,27.1517333984375,60.07360076904297,16.095292455889815,61.650001525878906,17.740999221801758,104.88528073614904,13.484745186276047,224.0007568798648,16.014036061016476,49.31528302347984,27.547275677033983,60.597443549700216,15.9169414718489,60.650001525878906,17.3700008392334,103.85112907054436,13.250999649123452,220.0304938696309,15.58141552051965,48.69641735087333,26.20243360632982,59.50535477332329,15.98746731383557,60.70000076293945,17.3700008392334,104.09043603175856,13.259060052110048,220.71998615408484,15.631061587185402,48.8157192249969,26.378230547155784,59.69181440685625,257765200,2898200,66714000,6738800,110029100,858300,49584300,5927800,9460400,527500
2014-02-07,16.288991928100586,62.880001068115234,18.054000854492188,108.56037139892578,13.55728816986084,227.2057342529297,16.077869415283203,49.53896713256836,27.81976127624512,61.707275390625,16.39086105826681,63.2400016784668,18.09000015258789,108.72276107103173,13.605649053605026,227.3042364550068,16.11332954768805,49.94160239179277,27.99555822876024,61.72502989941042,16.216900958422848,61.29999923706055,17.624500274658203,105.68013260815889,13.404143577745346,223.59160521742484,15.815459836248376,49.181067228160224,27.3187421410582,60.14461443366872,16.34227757679751,61.58000183105469,17.948999404907227,105.76559845429976,13.55728816986084,225.0311940904567,15.97148766535132,49.21835048292444,27.538487493440112,60.33106725866632,370280400,4822500,86610000,8906300,122571100,864900,54109200,6206000,12866200,520800
2014-02-10,16.580806732177734,63.77999877929688,18.043500900268555,108.68000793457033,13.476688385009766,228.08468627929688,16.19133949279785,49.91178131103516,27.433008193969727,62.04467010498047,16.674840028460164,63.79999923706055,18.25,110.2269609336613,13.48474879015055,228.84995140724348,16.226799616509354,49.95651666978195,27.951607344728416,62.12458233563062,16.236333242504806,62.52000045776367,17.967500686645508,107.9877197329159,13.37996659805052,224.8342286602162,15.999851578234916,49.47932054772788,27.186894479388613,61.2899781045597,16.257020098976806,62.72999954223633,18.08049964904785,110.21841891533046,13.46862797986898,225.65253700195024,16.056588587803528,49.524055906474665,27.907658946131484,61.609613479270045,345559200,2833400,68994000,8173500,95792500,734700,45300500,8584200,10751100,473700
2014-02-11,16.79927635192871,63.970001220703125,18.089500427246094,111.2440414428711,13.605648040771484,231.2063140869141,16.106239318847656,51.27626419067383,27.608806610107425,62.55964279174805,16.85538095074792,64.87999725341797,18.180500030517575,111.69701627776608,13.63788965244399,232.2291878913768,16.226805678310203,51.97714852800475,27.635176656582747,62.84376238955944,16.596790241343637,63.65999984741211,17.8125,108.93642456610546,13.41220298283043,227.3118464181244,16.077871479824566,50.85871897964784,26.91441215149746,61.90261749192399,16.63158359635191,64.4800033569336,18.09199905395508,109.09881423168132,13.484745071728907,228.0619430841906,16.155885404393718,51.97714852800475,27.51211811622192,62.19561773233917,282256800,4648000,64442000,7874000,92617500,763800,45804800,13618000,12510900,346600
2014-02-12,16.798025131225586,65.13999938964844,17.462499618530273,110.12670135498048,13.50086784362793,229.96376037597656,16.205524444580078,51.104766845703125,27.362688064575195,62.870365142822266,16.91211924193214,65.1500015258789,17.887500762939453,112.20667017941614,13.629831234368917,232.9793158613573,16.255169159969533,51.5223119913673,27.69670190882056,62.95915797520918,16.714023890441446,64.08999633789062,17.31599998474121,110.01496321123126,13.420265340073591,228.95603172946187,15.971484105803327,50.99292277064995,27.05504594030162,62.15118926329417,16.830310895379423,64.20999908447266,17.821500778198242,111.98319389191774,13.597591155366112,230.9487363955313,16.035313412080356,51.186785454833725,27.69670190882056,62.38203843440447,308100800,3137800,131754000,5798800,96948900,659700,69832400,5947700,9535200,415400
2014-02-13,17.064760208129883,67.04000091552734,17.860000610351562,111.30419158935548,13.50086784362793,230.74420166015625,15.794185638427734,51.8056755065918,27.55607414245605,63.74938201904297,17.077924264569788,67.11000061035156,17.860000610351562,111.68237009157993,13.5572891349065,231.6685734989849,15.794185638427734,51.87277857009616,27.687921050247592,63.91807354185308,16.74410729571473,64.83000183105469,17.325000762939453,109.20702943324136,13.404144531889749,224.37210102797883,15.37574954749244,50.769258565008,26.74741098440372,62.34653889874276,16.75852515152817,64.83999633789062,17.385000228881836,109.20702943324136,13.420265340073591,226.53905780931973,15.595605363040956,50.85127721282132,27.063844904322927,62.54187234257492,307398000,3606900,83500000,4203400,95756900,550500,153739400,6027800,8717700,425300
2014-02-14,17.050973892211914,68.33999633789062,17.86750030517578,111.87147521972656,13.46056842803955,229.60003662109372,15.99985122680664,52.11881256103516,27.547283172607425,64.08677673339844,17.11335085569726,68.48999786376953,17.966999053955078,112.086348206958,13.508929319061515,232.2973787097212,16.148786719101082,52.33504293340936,27.793398621426636,64.28211019214969,16.963838984118023,67.0,17.667499542236328,110.03216297361776,13.42026640438374,229.37274160565315,15.74453536571428,51.53723016777928,27.19569087181165,63.39423576069443,17.003331170000703,67.4800033569336,17.966999053955078,110.951812539269,13.492808509599191,230.6986831484228,15.75871860325715,51.70871949470024,27.41543626937455,63.59844308652031,272924400,6232000,70404000,4807700,100684300,664300,64513500,5127000,7007600,348600
2014-02-18,17.113662719726562,68.66000366210938,17.6825008392334,112.27544403076172,13.275179862976074,231.820068359375,15.89346981048584,52.43196487426758,27.17810440063477,63.98022079467773,17.276651673631523,69.0999984741211,17.786500930786133,112.54188445209364,13.492806140409632,232.4262270226621,15.985668296228312,52.60345986835236,27.76702199368196,64.40640344523675,17.1017507845125,68.0,17.47249984741211,111.3901683209396,13.275179862976074,229.57733911168472,15.836732801073936,52.223192317034304,27.17810440063477,63.79376800191548,17.113975751188764,68.62000274658203,17.763999938964844,111.84569803124393,13.460566064510996,229.81221836789948,15.950206819897742,52.551266729044045,27.56485667817184,64.14003844189443,260251600,3757900,99960000,4645300,121778600,513800,31014400,6868500,10427800,574000
2014-02-19,16.843477249145508,67.98999786376953,17.368999481201172,110.35018157958984,13.057557106018066,227.675537109375,15.801273345947266,52.26794052124024,26.92271041870117,63.784889221191406,17.141874953809687,69.43000030517578,17.726999282836914,112.16371029360364,13.2590626074235,233.3202693328486,15.999852210931476,52.730226789239495,27.33663606108738,64.63725454715289,16.748817859926792,67.68000030517578,17.30500030517578,110.33298806678567,13.041436296938038,227.40278307119695,15.758719572550309,52.133728745926064,26.8082213838653,63.54516613035097,17.074797490674243,68.44999694824219,17.631999969482422,111.82850892536447,13.202639775643403,229.78188918701372,15.836733471061,52.31268157209625,27.142883060895045,63.7049837822258,313768000,3994300,83362000,5146600,137734500,592500,29309100,5624400,10555900,467600
2014-02-20,16.64851188659668,68.4800033569336,17.489999771118164,111.35576629638672,13.138158798217772,227.69827270507807,15.81545639038086,53.17011642456055,28.04118156433105,64.1578140258789,16.831876330328726,68.66000366210938,17.523000717163086,111.72535462588594,13.186521228113854,228.7817740459534,15.886377992455513,53.222309553867966,28.0852154109948,64.38865652137015,16.58112140671495,67.69999694824219,17.2189998626709,109.5938118701518,13.041437013155722,225.41008454076237,15.716166959106571,52.24554998170436,26.905090178743688,63.67836097733219,16.70618500009872,68.19000244140625,17.440000534057617,110.4275134886927,13.073677095721386,227.59979360371477,15.772903970222885,52.3499362403192,26.93151149461208,63.86481381166509,305858000,3162200,69856000,4466400,107425900,606400,26215000,5607900,12151100,357300
2014-02-21,16.46358299255371,68.22000122070312,17.33799934387207,110.25562286376952,13.130099296569824,226.54661560058597,15.694897651672363,53.08812713623047,27.97072982788086,65.03679656982422,16.755711675457242,68.44000244140625,17.707000732421875,111.56205425923676,13.291302776344018,229.03939252750587,15.921847158447676,53.43111724797237,28.349425323012102,65.13446329088895,16.443209162526042,67.55000305175781,17.337499618530273,110.1095108105958,13.097857678195997,226.3950701538243,15.694897651672362,53.03593397811802,27.926694296039702,64.00685906548485,16.69991841649559,67.81999969482422,17.621999740600586,111.56205425923676,13.130099296569824,227.75890980691284,15.865110119933272,53.07321724332445,28.07641174473207,64.3087398689423,278784800,3610200,84200000,5164000,106236900,567600,31483000,4908400,9632100,538500
2014-02-24,16.535673141479492,68.7699966430664,17.589000701904297,111.38155364990234,13.323543548583984,229.2667388916016,15.6878080368042,53.2148666381836,28.578399658203125,66.31534576416016,16.609960363837345,69.27999877929688,17.649999618530273,112.42154463320276,13.404144514669891,230.75178748738983,15.8438345677803,53.774081272381565,28.824991856367078,66.44852151436419,16.374878751673595,68.0,17.164499282836914,110.3243822710342,13.138157329437702,226.50120728861103,15.602701795451352,53.19995106230808,28.04117806114589,65.01904986193259,16.3977601803637,68.54000091552734,17.25950050354004,110.3415757814077,13.138157329437702,226.50879149942327,15.737452780627605,53.28942745168491,28.111633214876072,65.03680437064494,288909600,2811700,72894000,4635700,102909600,635100,41858000,4915900,11241100,936600
